,Brand,Variant ID,Variant,Price,Availability,SKU,Brand + Variant ID
123,Nillens,51603450593559,blue-sheet-with-off-white-piping-pillowcases,6700.0,True,250007941.0,Nillens #51603450593559
124,Nillens,51603450626327,blue-sheet-with-off-white-piping-pillowcases,6700.0,True,250007942.0,Nillens #51603450626327
125,Nillens,45368789205271,beige-duvet-with-off-white-piping-pillowcases-600-tc,9200.0,False,250002387.0,Nillens #45368789205271
126,Nillens,45368789238039,beige-duvet-with-off-white-piping-pillowcases-600-tc,9200.0,True,250002388.0,Nillens #45368789238039
127,Nillens,50282257940759,dreamy-garden-duvet-pillowcases,7500.0,True,250006824.0,Nillens #50282257940759
128,Nillens,50282257973527,dreamy-garden-duvet-pillowcases,7500.0,False,250006823.0,Nillens #50282257973527
129,Nillens,39918200291376,grey-piping-duvet-pillowcases-600-tc-1,9200.0,True,250002383.0,Nillens #39918200291376
130,Nillens,39918200324144,grey-piping-duvet-pillowcases-600-tc-1,9200.0,True,250002384.0,Nillens #39918200324144
131,Nillens,39773569253424,grey-paisley-duvet-pillowcases-600-tc,9200.0,False,250002441.0,Nillens #39773569253424
132,Nillens,39773569286192,grey-paisley-duvet-pillowcases-600-tc,9200.0,True,250002442.0,Nillens #39773569286192
133,Nillens,49733295112471,pistachio-garden-duvet-pillowcases,7500.0,False,250006251.0,Nillens #49733295112471
134,Nillens,49733295145239,pistachio-garden-duvet-pillowcases,7500.0,True,250006252.0,Nillens #49733295145239
135,Nillens,40430665269296,white-sheet-with-gold-piping-pillowcases,6700.0,True,250003019.0,Nillens #40430665269296
136,Nillens,40430665302064,white-sheet-with-gold-piping-pillowcases,6700.0,True,250003020.0,Nillens #40430665302064
137,Nillens,40430648655920,gold-sheet-with-off-white-piping-pillowcases,6700.0,True,250002385.0,Nillens #40430648655920
138,Nillens,40430648688688,gold-sheet-with-off-white-piping-pillowcases,6700.0,True,250002386.0,Nillens #40430648688688
139,Nillens,40607386075184,peacock-duvet-pillowcases,7500.0,False,250003135.0,Nillens #40607386075184
140,Nillens,40607386107952,peacock-duvet-pillowcases,7500.0,True,250003136.0,Nillens #40607386107952
